candidate,party,office,district,town,votes,precinct
Lesley DeNardis,Republican Party,U.S. House,03,Naugatuck,422,Andrew Avenue School A
Amy F. Chai,Independent Party,U.S. House,03,Naugatuck,22,Andrew Avenue School A
Justin Paglino,Green Party,U.S. House,03,Naugatuck,6,Andrew Avenue School A
Jorge Cabrera,Democratic Party,State Senate,17,Naugatuck,324,Andrew Avenue School A
Kathy Hoyt,Republican Party,State Senate,17,Naugatuck,448,Andrew Avenue School A
Jorge Cabrera,Independent Party,State Senate,17,Naugatuck,19,Andrew Avenue School A
Jorge Cabrera,Working Families Party,State Senate,17,Naugatuck,14,Andrew Avenue School A
Jeff Litke,Democratic Party,State House,70,Naugatuck,358,Andrew Avenue School A
Seth Bronko,Republican Party,State House,70,Naugatuck,452,Andrew Avenue School A
Stephanie Thomas,Democratic Party,Secretary of the State,,Naugatuck,326,Andrew Avenue School A
Dominic Rapini,Republican Party,Secretary of the State,,Naugatuck,448,Andrew Avenue School A
Cynthia R. Jennings,Independent Party,Secretary of the State,,Naugatuck,18,Andrew Avenue School A
Stephanie Thomas,Working Families Party,Secretary of the State,,Naugatuck,11,Andrew Avenue School A
Erick Russell,Democratic Party,Treasurer,,Naugatuck,309,Andrew Avenue School A
Harry Arora,Republican Party,Treasurer,,Naugatuck,463,Andrew Avenue School A
Jennifer Baldwin,Independent Party,Treasurer,,Naugatuck,15,Andrew Avenue School A
Erick Russell,Working Families Party,Treasurer,,Naugatuck,12,Andrew Avenue School A
JoAnna Laiscell,Libertarian Party,Treasurer,,Naugatuck,2,Andrew Avenue School A
Sean Scanlon,Democratic Party,Comptroller,,Naugatuck,312,Andrew Avenue School A
Mary Fay,Republican Party,Comptroller,,Naugatuck,461,Andrew Avenue School A
Sean Scanlon,Independent Party,Comptroller,,Naugatuck,11,Andrew Avenue School A
Sean Scanlon,Working Families Party,Comptroller,,Naugatuck,14,Andrew Avenue School A
William Tong,Democratic Party,Attorney General,,Naugatuck,342,Andrew Avenue School A
Jessica Kordas,Republican Party,Attorney General,,Naugatuck,440,Andrew Avenue School A
A.P. Pascarella,Independent Party,Attorney General,,Naugatuck,8,Andrew Avenue School A
William Tong,Working Families Party,Attorney General,,Naugatuck,11,Andrew Avenue School A
Ken Krayeske,Green Party,Attorney General,,Naugatuck,6,Andrew Avenue School A
Peter E. Mariano,Democratic Party,Judge of Probate,21,Naugatuck,397,Andrew Avenue School A
Rosa C. Rebimbas,Republican Party,Judge of Probate,21,Naugatuck,421,Andrew Avenue School A
Ned Lamont and Susan Bysiewicz,Democratic Party,Governor and Lieutenant Governor,,Naugatuck,660,Central Avenue School
Bob Stefanowski and Laura Devlin,Republican Party,Governor and Lieutenant Governor,,Naugatuck,964,Central Avenue School
Ned Lamont and Susan Bysiewicz,Griebel Frank for CT Party,Governor and Lieutenant Governor,,Naugatuck,3,Central Avenue School
"Robert Hotaling and Stewart ""Chip"" Beckett",Independent Party,Governor and Lieutenant Governor,,Naugatuck,21,Central Avenue School
Ned Lamont and Susan Bysiewicz,Working Families Party,Governor and Lieutenant Governor,,Naugatuck,14,Central Avenue School
Michelle Louise Bicking and Cassandra A. Martineau,Write In,Governor and Lieutenant Governor,,Naugatuck,0,Central Avenue School
Richard Blumenthal,Democratic Party,U.S. Senate,,Naugatuck,694,Central Avenue School
Leora R. Levy,Republican Party,U.S. Senate,,Naugatuck,928,Central Avenue School
Richard Blumenthal,Working Families Party,U.S. Senate,,Naugatuck,24,Central Avenue School
John Anderson,Write In,U.S. Senate,,Naugatuck,0,Central Avenue School
Shabadjob Bharara,Write In,U.S. Senate,,Naugatuck,0,Central Avenue School
Rosa L. DeLauro,Democratic Party,U.S. House,03,Naugatuck,725,Central Avenue School
Lesley DeNardis,Republican Party,U.S. House,03,Naugatuck,861,Central Avenue School
Amy F. Chai,Independent Party,U.S. House,03,Naugatuck,44,Central Avenue School
Justin Paglino,Green Party,U.S. House,03,Naugatuck,6,Central Avenue School
Jorge Cabrera,Democratic Party,State Senate,17,Naugatuck,688,Central Avenue School
Kathy Hoyt,Republican Party,State Senate,17,Naugatuck,887,Central Avenue School
Jorge Cabrera,Independent Party,State Senate,17,Naugatuck,38,Central Avenue School
Jorge Cabrera,Working Families Party,State Senate,17,Naugatuck,18,Central Avenue School
Jeff Litke,Democratic Party,State House,70,Naugatuck,709,Central Avenue School
Seth Bronko,Republican Party,State House,70,Naugatuck,924,Central Avenue School
Stephanie Thomas,Democratic Party,Secretary of the State,,Naugatuck,666,Central Avenue School
Dominic Rapini,Republican Party,Secretary of the State,,Naugatuck,871,Central Avenue School
Cynthia R. Jennings,Independent Party,Secretary of the State,,Naugatuck,44,Central Avenue School
Stephanie Thomas,Working Families Party,Secretary of the State,,Naugatuck,28,Central Avenue School
Erick Russell,Democratic Party,Treasurer,,Naugatuck,638,Central Avenue School
Harry Arora,Republican Party,Treasurer,,Naugatuck,887,Central Avenue School
Jennifer Baldwin,Independent Party,Treasurer,,Naugatuck,44,Central Avenue School
Erick Russell,Working Families Party,Treasurer,,Naugatuck,20,Central Avenue School
JoAnna Laiscell,Libertarian Party,Treasurer,,Naugatuck,21,Central Avenue School
Sean Scanlon,Democratic Party,Comptroller,,Naugatuck,643,Central Avenue School
Mary Fay,Republican Party,Comptroller,,Naugatuck,916,Central Avenue School
Sean Scanlon,Independent Party,Comptroller,,Naugatuck,27,Central Avenue School
Sean Scanlon,Working Families Party,Comptroller,,Naugatuck,18,Central Avenue School
William Tong,Democratic Party,Attorney General,,Naugatuck,700,Central Avenue School
Jessica Kordas,Republican Party,Attorney General,,Naugatuck,866,Central Avenue School
A.P. Pascarella,Independent Party,Attorney General,,Naugatuck,18,Central Avenue School
William Tong,Working Families Party,Attorney General,,Naugatuck,26,Central Avenue School
Ken Krayeske,Green Party,Attorney General,,Naugatuck,7,Central Avenue School
Peter E. Mariano,Democratic Party,Judge of Probate,21,Naugatuck,675,Central Avenue School
Rosa C. Rebimbas,Republican Party,Judge of Probate,21,Naugatuck,972,Central Avenue School
Ned Lamont and Susan Bysiewicz,Democratic Party,Governor and Lieutenant Governor,,Naugatuck,838,City Hill Middle School
Bob Stefanowski and Laura Devlin,Republican Party,Governor and Lieutenant Governor,,Naugatuck,1130,City Hill Middle School
Ned Lamont and Susan Bysiewicz,Griebel Frank for CT Party,Governor and Lieutenant Governor,,Naugatuck,5,City Hill Middle School
"Robert Hotaling and Stewart ""Chip"" Beckett",Independent Party,Governor and Lieutenant Governor,,Naugatuck,21,City Hill Middle School
Ned Lamont and Susan Bysiewicz,Working Families Party,Governor and Lieutenant Governor,,Naugatuck,27,City Hill Middle School
Michelle Louise Bicking and Cassandra A. Martineau,Write In,Governor and Lieutenant Governor,,Naugatuck,1,City Hill Middle School
Richard Blumenthal,Democratic Party,U.S. Senate,,Naugatuck,823,City Hill Middle School
Leora R. Levy,Republican Party,U.S. Senate,,Naugatuck,1130,City Hill Middle School
Richard Blumenthal,Working Families Party,U.S. Senate,,Naugatuck,47,City Hill Middle School
John Anderson,Write In,U.S. Senate,,Naugatuck,0,City Hill Middle School
Shabadjob Bharara,Write In,U.S. Senate,,Naugatuck,1,City Hill Middle School
Rosa L. DeLauro,Democratic Party,U.S. House,03,Naugatuck,897,City Hill Middle School
Lesley DeNardis,Republican Party,U.S. House,03,Naugatuck,1017,City Hill Middle School
Amy F. Chai,Independent Party,U.S. House,03,Naugatuck,56,City Hill Middle School
Justin Paglino,Green Party,U.S. House,03,Naugatuck,12,City Hill Middle School
Joan V. Hartley,Democratic Party,State Senate,15,Naugatuck,1000,City Hill Middle School
Joan V. Hartley,Independent Party,State Senate,15,Naugatuck,231,City Hill Middle School
Jeff Litke,Democratic Party,State House,70,Naugatuck,838,City Hill Middle School
Seth Bronko,Republican Party,State House,70,Naugatuck,1127,City Hill Middle School
Stephanie Thomas,Democratic Party,Secretary of the State,,Naugatuck,806,City Hill Middle School
Dominic Rapini,Republican Party,Secretary of the State,,Naugatuck,1045,City Hill Middle School
Cynthia R. Jennings,Independent Party,Secretary of the State,,Naugatuck,55,City Hill Middle School
Stephanie Thomas,Working Families Party,Secretary of the State,,Naugatuck,46,City Hill Middle School
Erick Russell,Democratic Party,Treasurer,,Naugatuck,783,City Hill Middle School
Harry Arora,Republican Party,Treasurer,,Naugatuck,1071,City Hill Middle School
Jennifer Baldwin,Independent Party,Treasurer,,Naugatuck,49,City Hill Middle School
Erick Russell,Working Families Party,Treasurer,,Naugatuck,32,City Hill Middle School
JoAnna Laiscell,Libertarian Party,Treasurer,,Naugatuck,15,City Hill Middle School
Sean Scanlon,Democratic Party,Comptroller,,Naugatuck,778,City Hill Middle School
Mary Fay,Republican Party,Comptroller,,Naugatuck,1084,City Hill Middle School
Sean Scanlon,Independent Party,Comptroller,,Naugatuck,39,City Hill Middle School
Sean Scanlon,Working Families Party,Comptroller,,Naugatuck,27,City Hill Middle School
William Tong,Democratic Party,Attorney General,,Naugatuck,858,City Hill Middle School
Jessica Kordas,Republican Party,Attorney General,,Naugatuck,1035,City Hill Middle School
A.P. Pascarella,Independent Party,Attorney General,,Naugatuck,18,City Hill Middle School
William Tong,Working Families Party,Attorney General,,Naugatuck,51,City Hill Middle School
Ken Krayeske,Green Party,Attorney General,,Naugatuck,6,City Hill Middle School
Peter E. Mariano,Democratic Party,Judge of Probate,21,Naugatuck,834,City Hill Middle School
Rosa C. Rebimbas,Republican Party,Judge of Probate,21,Naugatuck,1132,City Hill Middle School
Ned Lamont and Susan Bysiewicz,Democratic Party,Governor and Lieutenant Governor,,Naugatuck,118,Cross Street School - A
Bob Stefanowski and Laura Devlin,Republican Party,Governor and Lieutenant Governor,,Naugatuck,130,Cross Street School - A
Ned Lamont and Susan Bysiewicz,Griebel Frank for CT Party,Governor and Lieutenant Governor,,Naugatuck,0,Cross Street School - A
"Robert Hotaling and Stewart ""Chip"" Beckett",Independent Party,Governor and Lieutenant Governor,,Naugatuck,1,Cross Street School - A
Ned Lamont and Susan Bysiewicz,Working Families Party,Governor and Lieutenant Governor,,Naugatuck,3,Cross Street School - A
Michelle Louise Bicking and Cassandra A. Martineau,Write In,Governor and Lieutenant Governor,,Naugatuck,0,Cross Street School - A
Richard Blumenthal,Democratic Party,U.S. Senate,,Naugatuck,116,Cross Street School - A
Leora R. Levy,Republican Party,U.S. Senate,,Naugatuck,131,Cross Street School - A
Richard Blumenthal,Working Families Party,U.S. Senate,,Naugatuck,5,Cross Street School - A
John Anderson,Write In,U.S. Senate,,Naugatuck,0,Cross Street School - A
Shabadjob Bharara,Write In,U.S. Senate,,Naugatuck,0,Cross Street School - A
Rosa L. DeLauro,Democratic Party,U.S. House,03,Naugatuck,125,Cross Street School - A
Lesley DeNardis,Republican Party,U.S. House,03,Naugatuck,118,Cross Street School - A
Amy F. Chai,Independent Party,U.S. House,03,Naugatuck,5,Cross Street School - A
Justin Paglino,Green Party,U.S. House,03,Naugatuck,4,Cross Street School - A
Jorge Cabrera,Democratic Party,State Senate,17,Naugatuck,115,Cross Street School - A
Kathy Hoyt,Republican Party,State Senate,17,Naugatuck,123,Cross Street School - A
Jorge Cabrera,Independent Party,State Senate,17,Naugatuck,7,Cross Street School - A
Jorge Cabrera,Working Families Party,State Senate,17,Naugatuck,3,Cross Street School - A
David K. Labriola,Republican Party,State House,131,Naugatuck,187,Cross Street School - A
Stephanie Thomas,Democratic Party,Secretary of the State,,Naugatuck,107,Cross Street School - A
Dominic Rapini,Republican Party,Secretary of the State,,Naugatuck,125,Cross Street School - A
Cynthia R. Jennings,Independent Party,Secretary of the State,,Naugatuck,8,Cross Street School - A
Stephanie Thomas,Working Families Party,Secretary of the State,,Naugatuck,8,Cross Street School - A
Erick Russell,Democratic Party,Treasurer,,Naugatuck,105,Cross Street School - A
Harry Arora,Republican Party,Treasurer,,Naugatuck,129,Cross Street School - A
Jennifer Baldwin,Independent Party,Treasurer,,Naugatuck,9,Cross Street School - A
Erick Russell,Working Families Party,Treasurer,,Naugatuck,4,Cross Street School - A
JoAnna Laiscell,Libertarian Party,Treasurer,,Naugatuck,2,Cross Street School - A
Sean Scanlon,Democratic Party,Comptroller,,Naugatuck,113,Cross Street School - A
Mary Fay,Republican Party,Comptroller,,Naugatuck,124,Cross Street School - A
Sean Scanlon,Independent Party,Comptroller,,Naugatuck,7,Cross Street School - A
Sean Scanlon,Working Families Party,Comptroller,,Naugatuck,2,Cross Street School - A
William Tong,Democratic Party,Attorney General,,Naugatuck,113,Cross Street School - A
Jessica Kordas,Republican Party,Attorney General,,Naugatuck,126,Cross Street School - A
A.P. Pascarella,Independent Party,Attorney General,,Naugatuck,2,Cross Street School - A
William Tong,Working Families Party,Attorney General,,Naugatuck,6,Cross Street School - A
Ken Krayeske,Green Party,Attorney General,,Naugatuck,6,Cross Street School - A
Peter E. Mariano,Democratic Party,Judge of Probate,21,Naugatuck,118,Cross Street School - A
Rosa C. Rebimbas,Republican Party,Judge of Probate,21,Naugatuck,134,Cross Street School - A
Ned Lamont and Susan Bysiewicz,Democratic Party,Governor and Lieutenant Governor,,Naugatuck,112,Cross Street School - B
Bob Stefanowski and Laura Devlin,Republican Party,Governor and Lieutenant Governor,,Naugatuck,209,Cross Street School - B
Ned Lamont and Susan Bysiewicz,Griebel Frank for CT Party,Governor and Lieutenant Governor,,Naugatuck,0,Cross Street School - B
"Robert Hotaling and Stewart ""Chip"" Beckett",Independent Party,Governor and Lieutenant Governor,,Naugatuck,1,Cross Street School - B
Ned Lamont and Susan Bysiewicz,Working Families Party,Governor and Lieutenant Governor,,Naugatuck,4,Cross Street School - B
Michelle Louise Bicking and Cassandra A. Martineau,Write In,Governor and Lieutenant Governor,,Naugatuck,0,Cross Street School - B
Richard Blumenthal,Democratic Party,U.S. Senate,,Naugatuck,115,Cross Street School - B
Leora R. Levy,Republican Party,U.S. Senate,,Naugatuck,205,Cross Street School - B
Richard Blumenthal,Working Families Party,U.S. Senate,,Naugatuck,4,Cross Street School - B
John Anderson,Write In,U.S. Senate,,Naugatuck,0,Cross Street School - B
Shabadjob Bharara,Write In,U.S. Senate,,Naugatuck,0,Cross Street School - B
Rosa L. DeLauro,Democratic Party,U.S. House,03,Naugatuck,118,Cross Street School - B
Lesley DeNardis,Republican Party,U.S. House,03,Naugatuck,198,Cross Street School - B
Amy F. Chai,Independent Party,U.S. House,03,Naugatuck,3,Cross Street School - B
Justin Paglino,Green Party,U.S. House,03,Naugatuck,2,Cross Street School - B
Jorge Cabrera,Democratic Party,State Senate,17,Naugatuck,115,Cross Street School - B
Kathy Hoyt,Republican Party,State Senate,17,Naugatuck,194,Cross Street School - B
Jorge Cabrera,Independent Party,State Senate,17,Naugatuck,4,Cross Street School - B
Jorge Cabrera,Working Families Party,State Senate,17,Naugatuck,4,Cross Street School - B
Jeff Litke,Democratic Party,State House,70,Naugatuck,115,Cross Street School - B
Seth Bronko,Republican Party,State House,70,Naugatuck,205,Cross Street School - B
Stephanie Thomas,Democratic Party,Secretary of the State,,Naugatuck,103,Cross Street School - B
Dominic Rapini,Republican Party,Secretary of the State,,Naugatuck,204,Cross Street School - B
Cynthia R. Jennings,Independent Party,Secretary of the State,,Naugatuck,6,Cross Street School - B
Stephanie Thomas,Working Families Party,Secretary of the State,,Naugatuck,4,Cross Street School - B
Erick Russell,Democratic Party,Treasurer,,Naugatuck,107,Cross Street School - B
Harry Arora,Republican Party,Treasurer,,Naugatuck,200,Cross Street School - B
Jennifer Baldwin,Independent Party,Treasurer,,Naugatuck,5,Cross Street School - B
Erick Russell,Working Families Party,Treasurer,,Naugatuck,4,Cross Street School - B
JoAnna Laiscell,Libertarian Party,Treasurer,,Naugatuck,2,Cross Street School - B
Sean Scanlon,Democratic Party,Comptroller,,Naugatuck,114,Cross Street School - B
Mary Fay,Republican Party,Comptroller,,Naugatuck,195,Cross Street School - B
Sean Scanlon,Independent Party,Comptroller,,Naugatuck,5,Cross Street School - B
Sean Scanlon,Working Families Party,Comptroller,,Naugatuck,5,Cross Street School - B
William Tong,Democratic Party,Attorney General,,Naugatuck,123,Cross Street School - B
Jessica Kordas,Republican Party,Attorney General,,Naugatuck,187,Cross Street School - B
A.P. Pascarella,Independent Party,Attorney General,,Naugatuck,2,Cross Street School - B
William Tong,Working Families Party,Attorney General,,Naugatuck,4,Cross Street School - B
Ken Krayeske,Green Party,Attorney General,,Naugatuck,1,Cross Street School - B
Peter E. Mariano,Democratic Party,Judge of Probate,21,Naugatuck,112,Cross Street School - B
Rosa C. Rebimbas,Republican Party,Judge of Probate,21,Naugatuck,208,Cross Street School - B
Ned Lamont and Susan Bysiewicz,Democratic Party,Governor and Lieutenant Governor,,Naugatuck,652,Maple Hill School
Bob Stefanowski and Laura Devlin,Republican Party,Governor and Lieutenant Governor,,Naugatuck,813,Maple Hill School
Ned Lamont and Susan Bysiewicz,Griebel Frank for CT Party,Governor and Lieutenant Governor,,Naugatuck,3,Maple Hill School
"Robert Hotaling and Stewart ""Chip"" Beckett",Independent Party,Governor and Lieutenant Governor,,Naugatuck,18,Maple Hill School
Ned Lamont and Susan Bysiewicz,Working Families Party,Governor and Lieutenant Governor,,Naugatuck,16,Maple Hill School
Michelle Louise Bicking and Cassandra A. Martineau,Write In,Governor and Lieutenant Governor,,Naugatuck,0,Maple Hill School
Richard Blumenthal,Democratic Party,U.S. Senate,,Naugatuck,678,Maple Hill School
Leora R. Levy,Republican Party,U.S. Senate,,Naugatuck,781,Maple Hill School
Richard Blumenthal,Working Families Party,U.S. Senate,,Naugatuck,32,Maple Hill School
John Anderson,Write In,U.S. Senate,,Naugatuck,0,Maple Hill School
Shabadjob Bharara,Write In,U.S. Senate,,Naugatuck,0,Maple Hill School
Rosa L. DeLauro,Democratic Party,U.S. House,03,Naugatuck,696,Maple Hill School
Lesley DeNardis,Republican Party,U.S. House,03,Naugatuck,752,Maple Hill School
Amy F. Chai,Independent Party,U.S. House,03,Naugatuck,22,Maple Hill School
Justin Paglino,Green Party,U.S. House,03,Naugatuck,10,Maple Hill School
Jorge Cabrera,Democratic Party,State Senate,17,Naugatuck,666,Maple Hill School
Kathy Hoyt,Republican Party,State Senate,17,Naugatuck,771,Maple Hill School
Jorge Cabrera,Independent Party,State Senate,17,Naugatuck,19,Maple Hill School
Jorge Cabrera,Working Families Party,State Senate,17,Naugatuck,14,Maple Hill School
Jeff Litke,Democratic Party,State House,70,Naugatuck,668,Maple Hill School
Seth Bronko,Republican Party,State House,70,Naugatuck,816,Maple Hill School
Stephanie Thomas,Democratic Party,Secretary of the State,,Naugatuck,649,Maple Hill School
Dominic Rapini,Republican Party,Secretary of the State,,Naugatuck,763,Maple Hill School
Cynthia R. Jennings,Independent Party,Secretary of the State,,Naugatuck,26,Maple Hill School
Stephanie Thomas,Working Families Party,Secretary of the State,,Naugatuck,22,Maple Hill School
Erick Russell,Democratic Party,Treasurer,,Naugatuck,634,Maple Hill School
Harry Arora,Republican Party,Treasurer,,Naugatuck,773,Maple Hill School
Jennifer Baldwin,Independent Party,Treasurer,,Naugatuck,22,Maple Hill School
Erick Russell,Working Families Party,Treasurer,,Naugatuck,22,Maple Hill School
JoAnna Laiscell,Libertarian Party,Treasurer,,Naugatuck,7,Maple Hill School
Sean Scanlon,Democratic Party,Comptroller,,Naugatuck,629,Maple Hill School
Mary Fay,Republican Party,Comptroller,,Naugatuck,784,Maple Hill School
Sean Scanlon,Independent Party,Comptroller,,Naugatuck,18,Maple Hill School
Sean Scanlon,Working Families Party,Comptroller,,Naugatuck,19,Maple Hill School
William Tong,Democratic Party,Attorney General,,Naugatuck,689,Maple Hill School
Jessica Kordas,Republican Party,Attorney General,,Naugatuck,733,Maple Hill School
A.P. Pascarella,Independent Party,Attorney General,,Naugatuck,15,Maple Hill School
William Tong,Working Families Party,Attorney General,,Naugatuck,27,Maple Hill School
Ken Krayeske,Green Party,Attorney General,,Naugatuck,3,Maple Hill School
Peter E. Mariano,Democratic Party,Judge of Probate,21,Naugatuck,629,Maple Hill School
Rosa C. Rebimbas,Republican Party,Judge of Probate,21,Naugatuck,839,Maple Hill School
Ned Lamont and Susan Bysiewicz,Democratic Party,Governor and Lieutenant Governor,,Naugatuck,565,Parks And Rec A
Bob Stefanowski and Laura Devlin,Republican Party,Governor and Lieutenant Governor,,Naugatuck,687,Parks And Rec A
Ned Lamont and Susan Bysiewicz,Griebel Frank for CT Party,Governor and Lieutenant Governor,,Naugatuck,2,Parks And Rec A
"Robert Hotaling and Stewart ""Chip"" Beckett",Independent Party,Governor and Lieutenant Governor,,Naugatuck,18,Parks And Rec A
Ned Lamont and Susan Bysiewicz,Working Families Party,Governor and Lieutenant Governor,,Naugatuck,17,Parks And Rec A
Michelle Louise Bicking and Cassandra A. Martineau,Write In,Governor and Lieutenant Governor,,Naugatuck,0,Parks And Rec A
Richard Blumenthal,Democratic Party,U.S. Senate,,Naugatuck,575,Parks And Rec A
Leora R. Levy,Republican Party,U.S. Senate,,Naugatuck,669,Parks And Rec A
Richard Blumenthal,Working Families Party,U.S. Senate,,Naugatuck,22,Parks And Rec A
John Anderson,Write In,U.S. Senate,,Naugatuck,0,Parks And Rec A
Shabadjob Bharara,Write In,U.S. Senate,,Naugatuck,0,Parks And Rec A
Rosa L. DeLauro,Democratic Party,U.S. House,03,Naugatuck,616,Parks And Rec A
Lesley DeNardis,Republican Party,U.S. House,03,Naugatuck,599,Parks And Rec A
Amy F. Chai,Independent Party,U.S. House,03,Naugatuck,41,Parks And Rec A
Justin Paglino,Green Party,U.S. House,03,Naugatuck,11,Parks And Rec A
Joan V. Hartley,Democratic Party,State Senate,15,Naugatuck,670,Parks And Rec A
Joan V. Hartley,Independent Party,State Senate,15,Naugatuck,139,Parks And Rec A
Jeff Litke,Democratic Party,State House,70,Naugatuck,581,Parks And Rec A
Seth Bronko,Republican Party,State House,70,Naugatuck,679,Parks And Rec A
Stephanie Thomas,Democratic Party,Secretary of the State,,Naugatuck,537,Parks And Rec A
Dominic Rapini,Republican Party,Secretary of the State,,Naugatuck,636,Parks And Rec A
Cynthia R. Jennings,Independent Party,Secretary of the State,,Naugatuck,47,Parks And Rec A
Stephanie Thomas,Working Families Party,Secretary of the State,,Naugatuck,21,Parks And Rec A
Erick Russell,Democratic Party,Treasurer,,Naugatuck,533,Parks And Rec A
Harry Arora,Republican Party,Treasurer,,Naugatuck,625,Parks And Rec A
Jennifer Baldwin,Independent Party,Treasurer,,Naugatuck,39,Parks And Rec A
Erick Russell,Working Families Party,Treasurer,,Naugatuck,25,Parks And Rec A
JoAnna Laiscell,Libertarian Party,Treasurer,,Naugatuck,17,Parks And Rec A
Sean Scanlon,Democratic Party,Comptroller,,Naugatuck,520,Parks And Rec A
Mary Fay,Republican Party,Comptroller,,Naugatuck,655,Parks And Rec A
Sean Scanlon,Independent Party,Comptroller,,Naugatuck,33,Parks And Rec A
Sean Scanlon,Working Families Party,Comptroller,,Naugatuck,19,Parks And Rec A
William Tong,Democratic Party,Attorney General,,Naugatuck,589,Parks And Rec A
Jessica Kordas,Republican Party,Attorney General,,Naugatuck,609,Parks And Rec A
A.P. Pascarella,Independent Party,Attorney General,,Naugatuck,16,Parks And Rec A
William Tong,Working Families Party,Attorney General,,Naugatuck,24,Parks And Rec A
Ken Krayeske,Green Party,Attorney General,,Naugatuck,9,Parks And Rec A
Peter E. Mariano,Democratic Party,Judge of Probate,21,Naugatuck,612,Parks And Rec A
Rosa C. Rebimbas,Republican Party,Judge of Probate,21,Naugatuck,648,Parks And Rec A
Ned Lamont and Susan Bysiewicz,Democratic Party,Governor and Lieutenant Governor,,Naugatuck,178,Parks And Rec B
Bob Stefanowski and Laura Devlin,Republican Party,Governor and Lieutenant Governor,,Naugatuck,193,Parks And Rec B
Ned Lamont and Susan Bysiewicz,Griebel Frank for CT Party,Governor and Lieutenant Governor,,Naugatuck,2,Parks And Rec B
"Robert Hotaling and Stewart ""Chip"" Beckett",Independent Party,Governor and Lieutenant Governor,,Naugatuck,2,Parks And Rec B
Ned Lamont and Susan Bysiewicz,Working Families Party,Governor and Lieutenant Governor,,Naugatuck,8,Parks And Rec B
Michelle Louise Bicking and Cassandra A. Martineau,Write In,Governor and Lieutenant Governor,,Naugatuck,0,Parks And Rec B
Richard Blumenthal,Democratic Party,U.S. Senate,,Naugatuck,168,Parks And Rec B
Leora R. Levy,Republican Party,U.S. Senate,,Naugatuck,197,Parks And Rec B
Richard Blumenthal,Working Families Party,U.S. Senate,,Naugatuck,9,Parks And Rec B
John Anderson,Write In,U.S. Senate,,Naugatuck,0,Parks And Rec B
Shabadjob Bharara,Write In,U.S. Senate,,Naugatuck,0,Parks And Rec B
Rosa L. DeLauro,Democratic Party,U.S. House,03,Naugatuck,193,Parks And Rec B
Lesley DeNardis,Republican Party,U.S. House,03,Naugatuck,167,Parks And Rec B
Amy F. Chai,Independent Party,U.S. House,03,Naugatuck,7,Parks And Rec B
Justin Paglino,Green Party,U.S. House,03,Naugatuck,6,Parks And Rec B
Joan V. Hartley,Democratic Party,State Senate,15,Naugatuck,205,Parks And Rec B
Joan V. Hartley,Independent Party,State Senate,15,Naugatuck,40,Parks And Rec B
David K. Labriola,Republican Party,State House,131,Naugatuck,264,Parks And Rec B
Stephanie Thomas,Democratic Party,Secretary of the State,,Naugatuck,157,Parks And Rec B
Dominic Rapini,Republican Party,Secretary of the State,,Naugatuck,179,Parks And Rec B
Cynthia R. Jennings,Independent Party,Secretary of the State,,Naugatuck,10,Parks And Rec B
Stephanie Thomas,Working Families Party,Secretary of the State,,Naugatuck,15,Parks And Rec B
Erick Russell,Democratic Party,Treasurer,,Naugatuck,161,Parks And Rec B
Harry Arora,Republican Party,Treasurer,,Naugatuck,180,Parks And Rec B
Jennifer Baldwin,Independent Party,Treasurer,,Naugatuck,9,Parks And Rec B
Erick Russell,Working Families Party,Treasurer,,Naugatuck,10,Parks And Rec B
JoAnna Laiscell,Libertarian Party,Treasurer,,Naugatuck,1,Parks And Rec B
Sean Scanlon,Democratic Party,Comptroller,,Naugatuck,160,Parks And Rec B
Mary Fay,Republican Party,Comptroller,,Naugatuck,181,Parks And Rec B
Sean Scanlon,Independent Party,Comptroller,,Naugatuck,10,Parks And Rec B
Sean Scanlon,Working Families Party,Comptroller,,Naugatuck,8,Parks And Rec B
William Tong,Democratic Party,Attorney General,,Naugatuck,172,Parks And Rec B
Jessica Kordas,Republican Party,Attorney General,,Naugatuck,174,Parks And Rec B
A.P. Pascarella,Independent Party,Attorney General,,Naugatuck,6,Parks And Rec B
William Tong,Working Families Party,Attorney General,,Naugatuck,7,Parks And Rec B
Ken Krayeske,Green Party,Attorney General,,Naugatuck,5,Parks And Rec B
Peter E. Mariano,Democratic Party,Judge of Probate,21,Naugatuck,150,Parks And Rec B
Rosa C. Rebimbas,Republican Party,Judge of Probate,21,Naugatuck,222,Parks And Rec B
Ned Lamont and Susan Bysiewicz,Democratic Party,Governor and Lieutenant Governor,,New Britain,944,Casablanca Hall
Bob Stefanowski and Laura Devlin,Republican Party,Governor and Lieutenant Governor,,New Britain,475,Casablanca Hall
Ned Lamont and Susan Bysiewicz,Griebel Frank for CT Party,Governor and Lieutenant Governor,,New Britain,2,Casablanca Hall
"Robert Hotaling and Stewart ""Chip"" Beckett",Independent Party,Governor and Lieutenant Governor,,New Britain,10,Casablanca Hall
Ned Lamont and Susan Bysiewicz,Working Families Party,Governor and Lieutenant Governor,,New Britain,23,Casablanca Hall
Michelle Louise Bicking and Cassandra A. Martineau,Write In,Governor and Lieutenant Governor,,New Britain,0,Casablanca Hall
Richard Blumenthal,Democratic Party,U.S. Senate,,New Britain,973,Casablanca Hall
Leora R. Levy,Republican Party,U.S. Senate,,New Britain,449,Casablanca Hall
Richard Blumenthal,Working Families Party,U.S. Senate,,New Britain,41,Casablanca Hall
