candidate,party,office,district,town,votes,precinct
La Riva and Puryear,Write-In,President,,Windsor,0,Rainbow Firehouse
Maldonado and Terranova,Write-In,President,,Windsor,0,Rainbow Firehouse
McMullin and Johnson,Write-In,President,,Windsor,3,Rainbow Firehouse
Schoenke and Mitchell Jr.,Write-In,President,,Windsor,0,Rainbow Firehouse
Skewes and Lacy,Write-In,President,,Windsor,0,Rainbow Firehouse
Smith and White,Write-In,President,,Windsor,0,Rainbow Firehouse
Wu and Wu,Write-In,President,,Windsor,0,Rainbow Firehouse
Clinton and Kaine,Democratic Party,President,,Windsor,1005,Windsor Town Hall
Trump and Pence,Republican Party,President,,Windsor,413,Windsor Town Hall
Johnson and Weld,Libertarian Party,President,,Windsor,19,Windsor Town Hall
Stein and Baraka,Green Party,President,,Windsor,28,Windsor Town Hall
Basiago and Kinnison,Write-In,President,,Windsor,0,Windsor Town Hall
Blumenthal and Blair,Write-In,President,,Windsor,0,Windsor Town Hall
Buchanan and Washington,Write-In,President,,Windsor,0,Windsor Town Hall
Castle and Bradley,Write-In,President,,Windsor,0,Windsor Town Hall
Cooper and Meyer,Write-In,President,,Windsor,0,Windsor Town Hall
Cummings and Romanoff,Write-In,President,,Windsor,0,Windsor Town Hall
Deame and Long,Write-In,President,,Windsor,0,Windsor Town Hall
De La Fuente and Steinberg,Write-In,President,,Windsor,0,Windsor Town Hall
Evans and Fitch,Write-In,President,,Windsor,0,Windsor Town Hall
Fox and Kushner,Write-In,President,,Windsor,0,Windsor Town Hall
Hoefling and Schulin,Write-In,President,,Windsor,0,Windsor Town Hall
Klojzy Jr. and LeMay,Write-In,President,,Windsor,0,Windsor Town Hall
Kotlikoff and Leamer,Write-In,President,,Windsor,0,Windsor Town Hall
La Riva and Puryear,Write-In,President,,Windsor,0,Windsor Town Hall
Maldonado and Terranova,Write-In,President,,Windsor,0,Windsor Town Hall
McMullin and Johnson,Write-In,President,,Windsor,0,Windsor Town Hall
Schoenke and Mitchell Jr.,Write-In,President,,Windsor,0,Windsor Town Hall
Skewes and Lacy,Write-In,President,,Windsor,0,Windsor Town Hall
Smith and White,Write-In,President,,Windsor,0,Windsor Town Hall
Wu and Wu,Write-In,President,,Windsor,0,Windsor Town Hall
Clinton and Kaine,Democratic Party,President,,Windsor Locks,1412,Mario Gatti Town Hall
Trump and Pence,Republican Party,President,,Windsor Locks,1469,Mario Gatti Town Hall
Johnson and Weld,Libertarian Party,President,,Windsor Locks,116,Mario Gatti Town Hall
Stein and Baraka,Green Party,President,,Windsor Locks,54,Mario Gatti Town Hall
Basiago and Kinnison,Write-In,President,,Windsor Locks,0,Mario Gatti Town Hall
Blumenthal and Blair,Write-In,President,,Windsor Locks,0,Mario Gatti Town Hall
Buchanan and Washington,Write-In,President,,Windsor Locks,0,Mario Gatti Town Hall
Castle and Bradley,Write-In,President,,Windsor Locks,0,Mario Gatti Town Hall
Cooper and Meyer,Write-In,President,,Windsor Locks,0,Mario Gatti Town Hall
Cummings and Romanoff,Write-In,President,,Windsor Locks,0,Mario Gatti Town Hall
Deame and Long,Write-In,President,,Windsor Locks,0,Mario Gatti Town Hall
De La Fuente and Steinberg,Write-In,President,,Windsor Locks,0,Mario Gatti Town Hall
Evans and Fitch,Write-In,President,,Windsor Locks,0,Mario Gatti Town Hall
Fox and Kushner,Write-In,President,,Windsor Locks,0,Mario Gatti Town Hall
Hoefling and Schulin,Write-In,President,,Windsor Locks,0,Mario Gatti Town Hall
Klojzy Jr. and LeMay,Write-In,President,,Windsor Locks,0,Mario Gatti Town Hall
Kotlikoff and Leamer,Write-In,President,,Windsor Locks,0,Mario Gatti Town Hall
La Riva and Puryear,Write-In,President,,Windsor Locks,0,Mario Gatti Town Hall
Maldonado and Terranova,Write-In,President,,Windsor Locks,0,Mario Gatti Town Hall
McMullin and Johnson,Write-In,President,,Windsor Locks,6,Mario Gatti Town Hall
Schoenke and Mitchell Jr.,Write-In,President,,Windsor Locks,0,Mario Gatti Town Hall
Skewes and Lacy,Write-In,President,,Windsor Locks,0,Mario Gatti Town Hall
Smith and White,Write-In,President,,Windsor Locks,0,Mario Gatti Town Hall
Wu and Wu,Write-In,President,,Windsor Locks,0,Mario Gatti Town Hall
Clinton and Kaine,Democratic Party,President,,Windsor Locks,1377,Windsor Locks High School
Trump and Pence,Republican Party,President,,Windsor Locks,1553,Windsor Locks High School
Johnson and Weld,Libertarian Party,President,,Windsor Locks,116,Windsor Locks High School
Stein and Baraka,Green Party,President,,Windsor Locks,43,Windsor Locks High School
Basiago and Kinnison,Write-In,President,,Windsor Locks,0,Windsor Locks High School
Blumenthal and Blair,Write-In,President,,Windsor Locks,0,Windsor Locks High School
Buchanan and Washington,Write-In,President,,Windsor Locks,0,Windsor Locks High School
Castle and Bradley,Write-In,President,,Windsor Locks,0,Windsor Locks High School
Cooper and Meyer,Write-In,President,,Windsor Locks,0,Windsor Locks High School
Cummings and Romanoff,Write-In,President,,Windsor Locks,0,Windsor Locks High School
Deame and Long,Write-In,President,,Windsor Locks,0,Windsor Locks High School
De La Fuente and Steinberg,Write-In,President,,Windsor Locks,0,Windsor Locks High School
Evans and Fitch,Write-In,President,,Windsor Locks,0,Windsor Locks High School
Fox and Kushner,Write-In,President,,Windsor Locks,0,Windsor Locks High School
Hoefling and Schulin,Write-In,President,,Windsor Locks,0,Windsor Locks High School
Klojzy Jr. and LeMay,Write-In,President,,Windsor Locks,0,Windsor Locks High School
Kotlikoff and Leamer,Write-In,President,,Windsor Locks,0,Windsor Locks High School
La Riva and Puryear,Write-In,President,,Windsor Locks,0,Windsor Locks High School
Maldonado and Terranova,Write-In,President,,Windsor Locks,0,Windsor Locks High School
McMullin and Johnson,Write-In,President,,Windsor Locks,0,Windsor Locks High School
Schoenke and Mitchell Jr.,Write-In,President,,Windsor Locks,0,Windsor Locks High School
Skewes and Lacy,Write-In,President,,Windsor Locks,0,Windsor Locks High School
Smith and White,Write-In,President,,Windsor Locks,0,Windsor Locks High School
Wu and Wu,Write-In,President,,Windsor Locks,0,Windsor Locks High School
Clinton and Kaine,Democratic Party,President,,Wolcott,876,Tyrrell Middle School
Trump and Pence,Republican Party,President,,Wolcott,1842,Tyrrell Middle School
Johnson and Weld,Libertarian Party,President,,Wolcott,83,Tyrrell Middle School
Stein and Baraka,Green Party,President,,Wolcott,25,Tyrrell Middle School
Basiago and Kinnison,Write-In,President,,Wolcott,0,Tyrrell Middle School
Blumenthal and Blair,Write-In,President,,Wolcott,0,Tyrrell Middle School
Buchanan and Washington,Write-In,President,,Wolcott,0,Tyrrell Middle School
Castle and Bradley,Write-In,President,,Wolcott,0,Tyrrell Middle School
Cooper and Meyer,Write-In,President,,Wolcott,0,Tyrrell Middle School
Cummings and Romanoff,Write-In,President,,Wolcott,0,Tyrrell Middle School
Deame and Long,Write-In,President,,Wolcott,0,Tyrrell Middle School
De La Fuente and Steinberg,Write-In,President,,Wolcott,0,Tyrrell Middle School
Evans and Fitch,Write-In,President,,Wolcott,0,Tyrrell Middle School
Fox and Kushner,Write-In,President,,Wolcott,0,Tyrrell Middle School
Hoefling and Schulin,Write-In,President,,Wolcott,0,Tyrrell Middle School
Klojzy Jr. and LeMay,Write-In,President,,Wolcott,0,Tyrrell Middle School
Kotlikoff and Leamer,Write-In,President,,Wolcott,0,Tyrrell Middle School
La Riva and Puryear,Write-In,President,,Wolcott,0,Tyrrell Middle School
Maldonado and Terranova,Write-In,President,,Wolcott,0,Tyrrell Middle School
McMullin and Johnson,Write-In,President,,Wolcott,1,Tyrrell Middle School
Schoenke and Mitchell Jr.,Write-In,President,,Wolcott,0,Tyrrell Middle School
Skewes and Lacy,Write-In,President,,Wolcott,0,Tyrrell Middle School
Smith and White,Write-In,President,,Wolcott,0,Tyrrell Middle School
Wu and Wu,Write-In,President,,Wolcott,0,Tyrrell Middle School
Clinton and Kaine,Democratic Party,President,,Wolcott,820,Wakelee
Trump and Pence,Republican Party,President,,Wolcott,2019,Wakelee
Johnson and Weld,Libertarian Party,President,,Wolcott,62,Wakelee
Stein and Baraka,Green Party,President,,Wolcott,28,Wakelee
Basiago and Kinnison,Write-In,President,,Wolcott,0,Wakelee
Blumenthal and Blair,Write-In,President,,Wolcott,0,Wakelee
Buchanan and Washington,Write-In,President,,Wolcott,0,Wakelee
Castle and Bradley,Write-In,President,,Wolcott,0,Wakelee
Cooper and Meyer,Write-In,President,,Wolcott,0,Wakelee
Cummings and Romanoff,Write-In,President,,Wolcott,0,Wakelee
Deame and Long,Write-In,President,,Wolcott,0,Wakelee
De La Fuente and Steinberg,Write-In,President,,Wolcott,0,Wakelee
Evans and Fitch,Write-In,President,,Wolcott,0,Wakelee
Fox and Kushner,Write-In,President,,Wolcott,0,Wakelee
Hoefling and Schulin,Write-In,President,,Wolcott,0,Wakelee
Klojzy Jr. and LeMay,Write-In,President,,Wolcott,0,Wakelee
Kotlikoff and Leamer,Write-In,President,,Wolcott,0,Wakelee
La Riva and Puryear,Write-In,President,,Wolcott,0,Wakelee
Maldonado and Terranova,Write-In,President,,Wolcott,0,Wakelee
McMullin and Johnson,Write-In,President,,Wolcott,4,Wakelee
Schoenke and Mitchell Jr.,Write-In,President,,Wolcott,0,Wakelee
Skewes and Lacy,Write-In,President,,Wolcott,0,Wakelee
Smith and White,Write-In,President,,Wolcott,0,Wakelee
Wu and Wu,Write-In,President,,Wolcott,0,Wakelee
Clinton and Kaine,Democratic Party,President,,Wolcott,879,Wolcott High School
Trump and Pence,Republican Party,President,,Wolcott,2331,Wolcott High School
Johnson and Weld,Libertarian Party,President,,Wolcott,90,Wolcott High School
Stein and Baraka,Green Party,President,,Wolcott,32,Wolcott High School
Basiago and Kinnison,Write-In,President,,Wolcott,0,Wolcott High School
Blumenthal and Blair,Write-In,President,,Wolcott,0,Wolcott High School
Buchanan and Washington,Write-In,President,,Wolcott,0,Wolcott High School
Castle and Bradley,Write-In,President,,Wolcott,0,Wolcott High School
Cooper and Meyer,Write-In,President,,Wolcott,0,Wolcott High School
Cummings and Romanoff,Write-In,President,,Wolcott,0,Wolcott High School
Deame and Long,Write-In,President,,Wolcott,0,Wolcott High School
De La Fuente and Steinberg,Write-In,President,,Wolcott,0,Wolcott High School
Evans and Fitch,Write-In,President,,Wolcott,0,Wolcott High School
Fox and Kushner,Write-In,President,,Wolcott,0,Wolcott High School
Hoefling and Schulin,Write-In,President,,Wolcott,0,Wolcott High School
Klojzy Jr. and LeMay,Write-In,President,,Wolcott,0,Wolcott High School
Kotlikoff and Leamer,Write-In,President,,Wolcott,0,Wolcott High School
La Riva and Puryear,Write-In,President,,Wolcott,0,Wolcott High School
Maldonado and Terranova,Write-In,President,,Wolcott,0,Wolcott High School
McMullin and Johnson,Write-In,President,,Wolcott,0,Wolcott High School
Schoenke and Mitchell Jr.,Write-In,President,,Wolcott,0,Wolcott High School
Skewes and Lacy,Write-In,President,,Wolcott,0,Wolcott High School
Smith and White,Write-In,President,,Wolcott,0,Wolcott High School
Wu and Wu,Write-In,President,,Wolcott,0,Wolcott High School
Clinton and Kaine,Democratic Party,President,,Woodbridge,480,Center School 1
Trump and Pence,Republican Party,President,,Woodbridge,332,Center School 1
Johnson and Weld,Libertarian Party,President,,Woodbridge,23,Center School 1
Stein and Baraka,Green Party,President,,Woodbridge,16,Center School 1
Basiago and Kinnison,Write-In,President,,Woodbridge,0,Center School 1
Blumenthal and Blair,Write-In,President,,Woodbridge,0,Center School 1
Buchanan and Washington,Write-In,President,,Woodbridge,0,Center School 1
Castle and Bradley,Write-In,President,,Woodbridge,0,Center School 1
Cooper and Meyer,Write-In,President,,Woodbridge,0,Center School 1
Cummings and Romanoff,Write-In,President,,Woodbridge,0,Center School 1
Deame and Long,Write-In,President,,Woodbridge,0,Center School 1
De La Fuente and Steinberg,Write-In,President,,Woodbridge,0,Center School 1
Evans and Fitch,Write-In,President,,Woodbridge,0,Center School 1
Fox and Kushner,Write-In,President,,Woodbridge,0,Center School 1
Hoefling and Schulin,Write-In,President,,Woodbridge,0,Center School 1
Klojzy Jr. and LeMay,Write-In,President,,Woodbridge,0,Center School 1
Kotlikoff and Leamer,Write-In,President,,Woodbridge,0,Center School 1
La Riva and Puryear,Write-In,President,,Woodbridge,0,Center School 1
Maldonado and Terranova,Write-In,President,,Woodbridge,0,Center School 1
McMullin and Johnson,Write-In,President,,Woodbridge,0,Center School 1
Schoenke and Mitchell Jr.,Write-In,President,,Woodbridge,0,Center School 1
Skewes and Lacy,Write-In,President,,Woodbridge,0,Center School 1
Smith and White,Write-In,President,,Woodbridge,0,Center School 1
Wu and Wu,Write-In,President,,Woodbridge,0,Center School 1
Clinton and Kaine,Democratic Party,President,,Woodbridge,2853,Center School 3
Trump and Pence,Republican Party,President,,Woodbridge,1482,Center School 3
Johnson and Weld,Libertarian Party,President,,Woodbridge,97,Center School 3
Stein and Baraka,Green Party,President,,Woodbridge,57,Center School 3
Basiago and Kinnison,Write-In,President,,Woodbridge,0,Center School 3
Blumenthal and Blair,Write-In,President,,Woodbridge,0,Center School 3
Buchanan and Washington,Write-In,President,,Woodbridge,1,Center School 3
Castle and Bradley,Write-In,President,,Woodbridge,0,Center School 3
Cooper and Meyer,Write-In,President,,Woodbridge,0,Center School 3
Cummings and Romanoff,Write-In,President,,Woodbridge,0,Center School 3
Deame and Long,Write-In,President,,Woodbridge,0,Center School 3
De La Fuente and Steinberg,Write-In,President,,Woodbridge,0,Center School 3
Evans and Fitch,Write-In,President,,Woodbridge,0,Center School 3
Fox and Kushner,Write-In,President,,Woodbridge,0,Center School 3
Hoefling and Schulin,Write-In,President,,Woodbridge,0,Center School 3
Klojzy Jr. and LeMay,Write-In,President,,Woodbridge,0,Center School 3
Kotlikoff and Leamer,Write-In,President,,Woodbridge,0,Center School 3
La Riva and Puryear,Write-In,President,,Woodbridge,1,Center School 3
Maldonado and Terranova,Write-In,President,,Woodbridge,0,Center School 3
McMullin and Johnson,Write-In,President,,Woodbridge,11,Center School 3
Schoenke and Mitchell Jr.,Write-In,President,,Woodbridge,0,Center School 3
Skewes and Lacy,Write-In,President,,Woodbridge,0,Center School 3
Smith and White,Write-In,President,,Woodbridge,0,Center School 3
Wu and Wu,Write-In,President,,Woodbridge,0,Center School 3
Clinton and Kaine,Democratic Party,President,,Woodbury,2231,Senior/ Community Center - O&G Room
Trump and Pence,Republican Party,President,,Woodbury,2822,Senior/ Community Center - O&G Room
Johnson and Weld,Libertarian Party,President,,Woodbury,134,Senior/ Community Center - O&G Room
Stein and Baraka,Green Party,President,,Woodbury,75,Senior/ Community Center - O&G Room
Basiago and Kinnison,Write-In,President,,Woodbury,3,Senior/ Community Center - O&G Room
Blumenthal and Blair,Write-In,President,,Woodbury,3,Senior/ Community Center - O&G Room
Buchanan and Washington,Write-In,President,,Woodbury,3,Senior/ Community Center - O&G Room
Castle and Bradley,Write-In,President,,Woodbury,3,Senior/ Community Center - O&G Room
Cooper and Meyer,Write-In,President,,Woodbury,3,Senior/ Community Center - O&G Room
Cummings and Romanoff,Write-In,President,,Woodbury,3,Senior/ Community Center - O&G Room
Deame and Long,Write-In,President,,Woodbury,3,Senior/ Community Center - O&G Room
De La Fuente and Steinberg,Write-In,President,,Woodbury,3,Senior/ Community Center - O&G Room
Evans and Fitch,Write-In,President,,Woodbury,3,Senior/ Community Center - O&G Room
Fox and Kushner,Write-In,President,,Woodbury,3,Senior/ Community Center - O&G Room
Hoefling and Schulin,Write-In,President,,Woodbury,3,Senior/ Community Center - O&G Room
Klojzy Jr. and LeMay,Write-In,President,,Woodbury,3,Senior/ Community Center - O&G Room
Kotlikoff and Leamer,Write-In,President,,Woodbury,3,Senior/ Community Center - O&G Room
La Riva and Puryear,Write-In,President,,Woodbury,3,Senior/ Community Center - O&G Room
Maldonado and Terranova,Write-In,President,,Woodbury,3,Senior/ Community Center - O&G Room
McMullin and Johnson,Write-In,President,,Woodbury,3,Senior/ Community Center - O&G Room
Schoenke and Mitchell Jr.,Write-In,President,,Woodbury,3,Senior/ Community Center - O&G Room
Skewes and Lacy,Write-In,President,,Woodbury,3,Senior/ Community Center - O&G Room
Smith and White,Write-In,President,,Woodbury,3,Senior/ Community Center - O&G Room
Wu and Wu,Write-In,President,,Woodbury,8,Senior/ Community Center - O&G Room
Clinton and Kaine,Democratic Party,President,,Woodbury,235,Senior/ Community Center -- Activity Room
Trump and Pence,Republican Party,President,,Woodbury,349,Senior/ Community Center -- Activity Room
Johnson and Weld,Libertarian Party,President,,Woodbury,15,Senior/ Community Center -- Activity Room
Stein and Baraka,Green Party,President,,Woodbury,4,Senior/ Community Center -- Activity Room
Basiago and Kinnison,Write-In,President,,Woodbury,0,Senior/ Community Center -- Activity Room
Blumenthal and Blair,Write-In,President,,Woodbury,0,Senior/ Community Center -- Activity Room
Buchanan and Washington,Write-In,President,,Woodbury,0,Senior/ Community Center -- Activity Room
Castle and Bradley,Write-In,President,,Woodbury,0,Senior/ Community Center -- Activity Room
Cooper and Meyer,Write-In,President,,Woodbury,0,Senior/ Community Center -- Activity Room
Cummings and Romanoff,Write-In,President,,Woodbury,0,Senior/ Community Center -- Activity Room
Deame and Long,Write-In,President,,Woodbury,0,Senior/ Community Center -- Activity Room
De La Fuente and Steinberg,Write-In,President,,Woodbury,0,Senior/ Community Center -- Activity Room
Evans and Fitch,Write-In,President,,Woodbury,0,Senior/ Community Center -- Activity Room
Fox and Kushner,Write-In,President,,Woodbury,0,Senior/ Community Center -- Activity Room
Hoefling and Schulin,Write-In,President,,Woodbury,0,Senior/ Community Center -- Activity Room
Klojzy Jr. and LeMay,Write-In,President,,Woodbury,0,Senior/ Community Center -- Activity Room
Kotlikoff and Leamer,Write-In,President,,Woodbury,0,Senior/ Community Center -- Activity Room
La Riva and Puryear,Write-In,President,,Woodbury,0,Senior/ Community Center -- Activity Room
Maldonado and Terranova,Write-In,President,,Woodbury,0,Senior/ Community Center -- Activity Room
McMullin and Johnson,Write-In,President,,Woodbury,0,Senior/ Community Center -- Activity Room
Schoenke and Mitchell Jr.,Write-In,President,,Woodbury,0,Senior/ Community Center -- Activity Room
Skewes and Lacy,Write-In,President,,Woodbury,0,Senior/ Community Center -- Activity Room
Smith and White,Write-In,President,,Woodbury,0,Senior/ Community Center -- Activity Room
Wu and Wu,Write-In,President,,Woodbury,0,Senior/ Community Center -- Activity Room
Clinton and Kaine,Democratic Party,President,,Woodstock,1945,Woodstock Town Hall
Trump and Pence,Republican Party,President,,Woodstock,2281,Woodstock Town Hall
Johnson and Weld,Libertarian Party,President,,Woodstock,187,Woodstock Town Hall
Stein and Baraka,Green Party,President,,Woodstock,67,Woodstock Town Hall
Basiago and Kinnison,Write-In,President,,Woodstock,0,Woodstock Town Hall
Blumenthal and Blair,Write-In,President,,Woodstock,0,Woodstock Town Hall
Buchanan and Washington,Write-In,President,,Woodstock,0,Woodstock Town Hall
Castle and Bradley,Write-In,President,,Woodstock,0,Woodstock Town Hall
Cooper and Meyer,Write-In,President,,Woodstock,0,Woodstock Town Hall
Cummings and Romanoff,Write-In,President,,Woodstock,0,Woodstock Town Hall
Deame and Long,Write-In,President,,Woodstock,0,Woodstock Town Hall
De La Fuente and Steinberg,Write-In,President,,Woodstock,0,Woodstock Town Hall
Evans and Fitch,Write-In,President,,Woodstock,0,Woodstock Town Hall
Fox and Kushner,Write-In,President,,Woodstock,0,Woodstock Town Hall
Hoefling and Schulin,Write-In,President,,Woodstock,2,Woodstock Town Hall
Klojzy Jr. and LeMay,Write-In,President,,Woodstock,0,Woodstock Town Hall
Kotlikoff and Leamer,Write-In,President,,Woodstock,0,Woodstock Town Hall
La Riva and Puryear,Write-In,President,,Woodstock,0,Woodstock Town Hall
Maldonado and Terranova,Write-In,President,,Woodstock,0,Woodstock Town Hall
McMullin and Johnson,Write-In,President,,Woodstock,4,Woodstock Town Hall
Schoenke and Mitchell Jr.,Write-In,President,,Woodstock,0,Woodstock Town Hall
Skewes and Lacy,Write-In,President,,Woodstock,0,Woodstock Town Hall
Smith and White,Write-In,President,,Woodstock,0,Woodstock Town Hall
Wu and Wu,Write-In,President,,Woodstock,0,Woodstock Town Hall
Wallace E. Barton Jr.,Write-In,Registrar of Voters - Andover,,Andover,14,Andover Town Hall
Thomas Maffeo,Democratic Party,Registrar of Voters - Ansonia,,Ansonia,506,Ward 1 Ansonia Armory
Nancy Valentine,Republican Party,Registrar of Voters - Ansonia,,Ansonia,448,Ward 1 Ansonia Armory
Thomas Maffeo,Democratic Party,Registrar of Voters - Ansonia,,Ansonia,500,Ward 2 Ansonia Armory
Nancy Valentine,Republican Party,Registrar of Voters - Ansonia,,Ansonia,414,Ward 2 Ansonia Armory
Thomas Maffeo,Democratic Party,Registrar of Voters - Ansonia,,Ansonia,474,Ward 3 Holy Rosary Church
Nancy Valentine,Republican Party,Registrar of Voters - Ansonia,,Ansonia,430,Ward 3 Holy Rosary Church
Thomas Maffeo,Democratic Party,Registrar of Voters - Ansonia,,Ansonia,304,Ward 4 Ansonia Middle School
Nancy Valentine,Republican Party,Registrar of Voters - Ansonia,,Ansonia,229,Ward 4 Ansonia Middle School
Thomas Maffeo,Democratic Party,Registrar of Voters - Ansonia,,Ansonia,478,Ward 5 Ansonia Middle School
Nancy Valentine,Republican Party,Registrar of Voters - Ansonia,,Ansonia,480,Ward 5 Ansonia Middle School
Thomas Maffeo,Democratic Party,Registrar of Voters - Ansonia,,Ansonia,539,Ward 6 Prendergast School
Nancy Valentine,Republican Party,Registrar of Voters - Ansonia,,Ansonia,709,Ward 6 Prendergast School
Thomas Maffeo,Democratic Party,Registrar of Voters - Ansonia,,Ansonia,616,Ward 7 Mead School
Nancy Valentine,Republican Party,Registrar of Voters - Ansonia,,Ansonia,731,Ward 7 Mead School
Kevin T. McCarthy,Democratic Party,Registrar of Voters - Ashford,,Ashford,1191,Knowlton Memorial Hall
Colleen DePercio,Republican Party,Registrar of Voters - Ashford,,Ashford,1005,Knowlton Memorial Hall
Ann Clark,Democratic Party,Registrar of Voters - Avon,,Avon,1972,Avon High School - Gymnasium
Kerry B. Ladouceur,Republican Party,Registrar of Voters - Avon,,Avon,2113,Avon High School - Gymnasium
Ann Clark,Democratic Party,Registrar of Voters - Avon,,Avon,1529,Firehouse Company #1
Kerry B. Ladouceur,Republican Party,Registrar of Voters - Avon,,Avon,1283,Firehouse Company #1
Ann Clark,Democratic Party,Registrar of Voters - Avon,,Avon,1517,Roaring Brook School
Kerry B. Ladouceur,Republican Party,Registrar of Voters - Avon,,Avon,1685,Roaring Brook School
Karen A. Martin,Democratic Party,Registrar of Voters - Barkhamsted,,Barkhamsted,807,Barkhamsted Elementary School
Susan L. Day,Republican Party,Registrar of Voters - Barkhamsted,,Barkhamsted,1284,Barkhamsted Elementary School
Katherine G. Grace,Democratic Party,Registrar of Voters - Beacon Falls,,Beacon Falls,1220,Laurel Ledge School
Helen K. Mis,Republican Party,Registrar of Voters - Beacon Falls,,Beacon Falls,1873,Laurel Ledge School
Fred Jortner,Democratic Party,Registrar of Voters - Berlin,,Berlin,1177,American Legion
Elizabeth A. Tedeschi,Republican Party,Registrar of Voters - Berlin,,Berlin,1311,American Legion
Fred Jortner,Democratic Party,Registrar of Voters - Berlin,,Berlin,1216,Griswold School
Elizabeth A. Tedeschi,Republican Party,Registrar of Voters - Berlin,,Berlin,1732,Griswold School
Fred Jortner,Democratic Party,Registrar of Voters - Berlin,,Berlin,885,Hubbard School
Elizabeth A. Tedeschi,Republican Party,Registrar of Voters - Berlin,,Berlin,1204,Hubbard School
Fred Jortner,Democratic Party,Registrar of Voters - Berlin,,Berlin,632,Senior Center
Elizabeth A. Tedeschi,Republican Party,Registrar of Voters - Berlin,,Berlin,1085,Senior Center
Fred Jortner,Democratic Party,Registrar of Voters - Berlin,,Berlin,538,Willard School
Elizabeth A. Tedeschi,Republican Party,Registrar of Voters - Berlin,,Berlin,719,Willard School
Nancy J. Ryan,Democratic Party,Registrar of Voters - Bethel,,Bethel,711,Bethel Municipal Center 1
Timothy Beeble,Republican Party,Registrar of Voters - Bethel,,Bethel,494,Bethel Municipal Center 1
Nancy J. Ryan,Democratic Party,Registrar of Voters - Bethel,,Bethel,1345,Bethel Municipal Center 4
Timothy Beeble,Republican Party,Registrar of Voters - Bethel,,Bethel,986,Bethel Municipal Center 4
Nancy J. Ryan,Democratic Party,Registrar of Voters - Bethel,,Bethel,1573,Frank A. Berry School - 3
Timothy Beeble,Republican Party,Registrar of Voters - Bethel,,Bethel,1607,Frank A. Berry School - 3
Nancy J. Ryan,Democratic Party,Registrar of Voters - Bethel,,Bethel,190,Frank A. Berry School - 5
Timothy Beeble,Republican Party,Registrar of Voters - Bethel,,Bethel,222,Frank A. Berry School - 5
Nancy J. Ryan,Democratic Party,Registrar of Voters - Bethel,,Bethel,1021,Stony Hill Fire House -2
Timothy Beeble,Republican Party,Registrar of Voters - Bethel,,Bethel,1048,Stony Hill Fire House -2
Anne-Marie Mastroianni,Democratic Party,Registrar of Voters - Bethlehem,,Bethlehem,826,Bethlehem Town Office Building
Melissa J. Russell,Republican Party,Registrar of Voters - Bethlehem,,Bethlehem,1351,Bethlehem Town Office Building
Anne E. Wall,Democratic Party,Registrar of Voters - Bloomfield,,Bloomfield,1841,Bloomfield High School
Barbara L. Reisner,Republican Party,Registrar of Voters - Bloomfield,,Bloomfield,463,Bloomfield High School
Anne E. Wall,Democratic Party,Registrar of Voters - Bloomfield,,Bloomfield,1807,Carmen Arace Middle School
Barbara L. Reisner,Republican Party,Registrar of Voters - Bloomfield,,Bloomfield,115,Carmen Arace Middle School
Anne E. Wall,Democratic Party,Registrar of Voters - Bloomfield,,Bloomfield,2115,Laurel Elementary School
Barbara L. Reisner,Republican Party,Registrar of Voters - Bloomfield,,Bloomfield,419,Laurel Elementary School
Anne E. Wall,Democratic Party,Registrar of Voters - Bloomfield,,Bloomfield,1205,Leisure Services Gym
Barbara L. Reisner,Republican Party,Registrar of Voters - Bloomfield,,Bloomfield,810,Leisure Services Gym
Anne E. Wall,Democratic Party,Registrar of Voters - Bloomfield,,Bloomfield,1564,Metacomet Elementary School
Barbara L. Reisner,Republican Party,Registrar of Voters - Bloomfield,,Bloomfield,432,Metacomet Elementary School
James Dwire,Democratic Party,Registrar of Voters - Bolton,,Bolton,1161,Town Hall
Dolores M. Betti,Republican Party,Registrar of Voters - Bolton,,Bolton,1572,Town Hall
Daniel J. Hally,Democratic Party,Registrar of Voters - Branford,,Branford,1630,Branford Fire Headquarters
Marion E. Burkard,Republican Party,Registrar of Voters - Branford,,Branford,1199,Branford Fire Headquarters
Daniel J. Hally,Democratic Party,Registrar of Voters - Branford,,Branford,1506,Community House
Marion E. Burkard,Republican Party,Registrar of Voters - Branford,,Branford,1155,Community House
Daniel J. Hally,Democratic Party,Registrar of Voters - Branford,,Branford,1346,Indian Neck School
Marion E. Burkard,Republican Party,Registrar of Voters - Branford,,Branford,1144,Indian Neck School
Daniel J. Hally,Democratic Party,Registrar of Voters - Branford,,Branford,1080,Mary T. Murphy School
Marion E. Burkard,Republican Party,Registrar of Voters - Branford,,Branford,960,Mary T. Murphy School
Daniel J. Hally,Democratic Party,Registrar of Voters - Branford,,Branford,911,Orchard House
Marion E. Burkard,Republican Party,Registrar of Voters - Branford,,Branford,587,Orchard House
Daniel J. Hally,Democratic Party,Registrar of Voters - Branford,,Branford,851,St. Therese Church Hall
Marion E. Burkard,Republican Party,Registrar of Voters - Branford,,Branford,573,St. Therese Church Hall
Daniel J. Hally,Democratic Party,Registrar of Voters - Branford,,Branford,761,Walsh Intermediate School
Marion E. Burkard,Republican Party,Registrar of Voters - Branford,,Branford,814,Walsh Intermediate School
Santa Ines Ayala,Democratic Party,Registrar of Voters - Bridgeport,,Bridgeport,685,Barnum School
